"Kód štátu";"Názov štátu";"Kód oblasti";"Kód kraja";"Názov oblasti";"Názov kraja";"Pohlavie";"Ekonomické vekové skupiny";"Vzdelanie";"abs."
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);nezistené;15470
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);707
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;10459
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;37652
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);242
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);4391
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;28969
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;4607
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);95
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;11540
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;44105
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;17751
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);3
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);9403
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);3151
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);2599
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);16
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);10557
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";52027
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";3147
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;1117
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);nezistené;2823
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);249
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;2394
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;16356
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);2843
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;13156
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;2257
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);176
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2493
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;14636
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;6160
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);2209
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);1261
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);719
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);19
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);276
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";6286
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";526
SK0;Slovenská republika;SK04;SK042;Východné Slovensko;Košický kraj;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;206
