"Kód štátu";"Názov štátu";"Pohlavie";"5-ročné vekové skupiny";"Vzdelanie";"Zamestnanie (ISCO - triedy)";"abs."
SK0;Slovenská republika;muž;15 - 19 rokov;nezistené;nezistené;354
SK0;Slovenská republika;muž;15 - 19 rokov;nezistené;Odborní pracovníci v zdravotníctve;1
SK0;Slovenská republika;muž;15 - 19 rokov;nezistené;Administratívni pracovníci na záznam číselných a skladových údajov;1
SK0;Slovenská republika;muž;15 - 19 rokov;nezistené;Pracovníci v osobných službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;nezistené;Predavači;1
SK0;Slovenská republika;muž;15 - 19 rokov;nezistené;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;1
SK0;Slovenská republika;muž;15 - 19 rokov;nezistené;Operátori stacionárnych strojov a zariadení;1
SK0;Slovenská republika;muž;15 - 19 rokov;nezistené;Vodiči a obsluha pojazdných strojných zariadení;2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie (bližšie neuvedené);nezistené;3
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;nezistené;91
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Špecialisti v oblasti vedy a techniky;2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Technici a odborní pracovníci v oblasti vedy a techniky;2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Odborní pracovníci administratívnych, podporných a obchodných činností;3
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Administratívni pracovníci na záznam číselných a skladových údajov;4
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Pracovníci v osobných službách;2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Predavači;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Pracovníci v oblasti osobnej starostlivosti;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Pracovníci verejnej ochrany a bezpečnostných služieb;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;15
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;8
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;5
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Operátori stacionárnych strojov a zariadení;17
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Montážni robotníci;14
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Vodiči a obsluha pojazdných strojných zariadení;3
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Upratovači a pomocníci;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Pomocní pracovníci v poľnohospodárstve, lesníctve a rybárstve;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;18
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Pomocní pracovníci pri príprave jedla;3
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 1. stupeň základnej školy;Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;6
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;nezistené;546
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Špecialisti v oblasti vedy a techniky;2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Špecialisti administratívnych, podporných a obchodných činností;2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Špecialisti v oblasti informačných a komunikačných technológií;2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Technici a odborní pracovníci v oblasti vedy a techniky;10
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Odborní pracovníci administratívnych, podporných a obchodných činností;7
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;11
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Technici v oblasti informačných a komunikačných technológií;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Všeobecní administratívni pracovníci a zapisovatelia;3
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Administratívni pracovníci v zákazníckych službách;4
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Administratívni pracovníci na záznam číselných a skladových údajov;57
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Ostatní pomocní administratívni pracovníci;3
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Pracovníci v osobných službách;17
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Predavači;26
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Pracovníci v oblasti osobnej starostlivosti;6
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Pracovníci verejnej ochrany a bezpečnostných služieb;2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);11
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Kvalifikovaní pracovníci v lesníctve, rybárstve a poľovníctve (trhovo orientovaní);6
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;69
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;33
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Umeleckí a ruční remeselníci a tlačiari;2
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Elektrikári a elektronici;1
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;24
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Operátori stacionárnych strojov a zariadení;74
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Montážni robotníci;86
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Vodiči a obsluha pojazdných strojných zariadení;24
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Upratovači a pomocníci;12
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Pomocní pracovníci v poľnohospodárstve, lesníctve a rybárstve;10
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;112
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Pomocní pracovníci pri príprave jedla;7
SK0;Slovenská republika;muž;15 - 19 rokov;základné vzdelanie - 2. stupeň základnej školy;Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;30
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);nezistené;6
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezistené;78
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Špecialisti v oblasti vedy a techniky;4
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Špecialisti v zdravotníctve;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Špecialisti administratívnych, podporných a obchodných činností;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Technici a odborní pracovníci v oblasti vedy a techniky;3
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Odborní pracovníci v zdravotníctve;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Odborní pracovníci administratívnych, podporných a obchodných činností;2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Administratívni pracovníci na záznam číselných a skladových údajov;20
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Pracovníci v osobných službách;2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Predavači;8
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Pracovníci v oblasti osobnej starostlivosti;3
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Pracovníci verejnej ochrany a bezpečnostných služieb;2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Kvalifikovaní pracovníci v lesníctve, rybárstve a poľovníctve (trhovo orientovaní);2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;26
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;9
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Elektrikári a elektronici;5
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;8
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Operátori stacionárnych strojov a zariadení;21
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Montážni robotníci;18
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Vodiči a obsluha pojazdných strojných zariadení;7
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Upratovači a pomocníci;3
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Pomocní pracovníci v poľnohospodárstve, lesníctve a rybárstve;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;14
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Pomocní pracovníci pri príprave jedla;3
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;5
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezistené;191
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Špecialisti v oblasti vedy a techniky;4
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Špecialisti v zdravotníctve;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Špecialisti administratívnych, podporných a obchodných činností;5
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Špecialisti v oblasti informačných a komunikačných technológií;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Technici a odborní pracovníci v oblasti vedy a techniky;28
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Odborní pracovníci administratívnych, podporných a obchodných činností;11
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Technici v oblasti informačných a komunikačných technológií;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Administratívni pracovníci v zákazníckych službách;2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Administratívni pracovníci na záznam číselných a skladových údajov;70
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pracovníci v osobných službách;50
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Predavači;28
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pracovníci v oblasti osobnej starostlivosti;7
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pracovníci verejnej ochrany a bezpečnostných služieb;6
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);14
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Kvalifikovaní pracovníci v lesníctve, rybárstve a poľovníctve (trhovo orientovaní);6
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;89
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;181
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Umeleckí a ruční remeselníci a tlačiari;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Elektrikári a elektronici;38
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;59
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Operátori stacionárnych strojov a zariadení;81
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Montážni robotníci;92
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Vodiči a obsluha pojazdných strojných zariadení;82
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Upratovači a pomocníci;4
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pomocní pracovníci v poľnohospodárstve, lesníctve a rybárstve;8
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;57
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pomocní pracovníci pri príprave jedla;9
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;18
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;nezistené;42
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Ostatné ozbrojené sily;5
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Učitelia a odborní pedagogickí pracovníci;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Špecialisti administratívnych, podporných a obchodných činností;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Špecialisti v oblasti informačných a komunikačných technológií;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Technici a odborní pracovníci v oblasti vedy a techniky;10
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Odborní pracovníci v zdravotníctve;2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Odborní pracovníci administratívnych, podporných a obchodných činností;3
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;4
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Technici v oblasti informačných a komunikačných technológií;2
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Administratívni pracovníci v zákazníckych službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Administratívni pracovníci na záznam číselných a skladových údajov;17
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Pracovníci v osobných službách;10
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Predavači;8
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Pracovníci v oblasti osobnej starostlivosti;3
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Kvalifikovaní pracovníci v poľnohospodárstve (trhovo orientovaní);1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;23
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;44
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Elektrikári a elektronici;10
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;8
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Operátori stacionárnych strojov a zariadení;14
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Montážni robotníci;30
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Vodiči a obsluha pojazdných strojných zariadení;21
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Upratovači a pomocníci;3
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Pomocní pracovníci v poľnohospodárstve, lesníctve a rybárstve;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;8
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Pomocní pracovníci pri príprave jedla;1
SK0;Slovenská republika;muž;15 - 19 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;4
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou (bližšie neuvedené);nezistené;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;nezistené;89
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Ostatné ozbrojené sily;5
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Špecialisti v oblasti vedy a techniky;13
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Špecialisti v zdravotníctve;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Učitelia a odborní pedagogickí pracovníci;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Špecialisti administratívnych, podporných a obchodných činností;2
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Špecialisti v oblasti informačných a komunikačných technológií;4
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Technici a odborní pracovníci v oblasti vedy a techniky;29
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Odborní pracovníci v zdravotníctve;1
SK0;Slovenská republika;muž;15 - 19 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Odborní pracovníci administratívnych, podporných a obchodných činností;13
