"Kód štátu";"Názov štátu";"Pohlavie";"5-ročné vekové skupiny";"Vzdelanie";"Zamestnanie (ISCO - triedy)";"abs."
SK0;Slovenská republika;muž;75 - 79 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;1
SK0;Slovenská republika;muž;75 - 79 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Pracovníci verejnej ochrany a bezpečnostných služieb;1
SK0;Slovenská republika;muž;75 - 79 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Kvalifikovaní pracovníci v lesníctve, rybárstve a poľovníctve (trhovo orientovaní);1
SK0;Slovenská republika;muž;75 - 79 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Operátori stacionárnych strojov a zariadení;1
SK0;Slovenská republika;muž;75 - 79 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);nezistené;26
SK0;Slovenská republika;muž;75 - 79 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;2
SK0;Slovenská republika;muž;75 - 79 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Špecialisti administratívnych, podporných a obchodných činností;1
SK0;Slovenská republika;muž;75 - 79 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";nezistené;766
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Poddôstojníci ozbrojených síl;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;42
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;14
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;11
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti v oblasti vedy a techniky;21
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti v zdravotníctve;103
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Učitelia a odborní pedagogickí pracovníci;40
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti administratívnych, podporných a obchodných činností;20
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti v oblasti informačných a komunikačných technológií;3
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti v oblasti práva, sociálnych vecí a kultúry;38
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Technici a odborní pracovníci v oblasti vedy a techniky;11
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Odborní pracovníci v zdravotníctve;3
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Odborní pracovníci administratívnych, podporných a obchodných činností;10
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Odborní pracovníci v oblasti práva, sociálnych vecí a kultúry a podobní pracovníci;3
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Technici v oblasti informačných a komunikačných technológií;3
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Všeobecní administratívni pracovníci a zapisovatelia;10
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Administratívni pracovníci v zákazníckych službách;5
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Administratívni pracovníci na záznam číselných a skladových údajov;7
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Ostatní pomocní administratívni pracovníci;2
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Pracovníci v osobných službách;4
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Predavači;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Pracovníci verejnej ochrany a bezpečnostných služieb;13
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;2
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Elektrikári a elektronici;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Spracovatelia a výrobcovia potravinárskych výrobkov, výrobkov z dreva a odevov;2
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Operátori stacionárnych strojov a zariadení;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Montážni robotníci;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Upratovači a pomocníci;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;5
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";nezistené;139
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;14
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;5
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;4
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Špecialisti v oblasti vedy a techniky;26
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Špecialisti v zdravotníctve;18
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Učitelia a odborní pedagogickí pracovníci;59
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Špecialisti administratívnych, podporných a obchodných činností;3
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Špecialisti v oblasti práva, sociálnych vecí a kultúry;12
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Technici a odborní pracovníci v oblasti vedy a techniky;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Odborní pracovníci v zdravotníctve;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Odborní pracovníci administratívnych, podporných a obchodných činností;3
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Predavači;1
SK0;Slovenská republika;muž;75 - 79 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Pracovníci verejnej ochrany a bezpečnostných služieb;1
SK0;Slovenská republika;muž;80 - 84 rokov;nezistené;nezistené;10
SK0;Slovenská republika;muž;80 - 84 rokov;základné vzdelanie - 1. stupeň základnej školy;nezistené;6
SK0;Slovenská republika;muž;80 - 84 rokov;základné vzdelanie - 1. stupeň základnej školy;Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;1
SK0;Slovenská republika;muž;80 - 84 rokov;základné vzdelanie - 2. stupeň základnej školy;nezistené;60
SK0;Slovenská republika;muž;80 - 84 rokov;základné vzdelanie - 2. stupeň základnej školy;Pracovníci v osobných službách;1
SK0;Slovenská republika;muž;80 - 84 rokov;základné vzdelanie - 2. stupeň základnej školy;Vodiči a obsluha pojazdných strojných zariadení;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezistené;30
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);Vodiči a obsluha pojazdných strojných zariadení;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezistené;173
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;2
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Technici a odborní pracovníci v oblasti vedy a techniky;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Odborní pracovníci administratívnych, podporných a obchodných činností;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pracovníci v osobných službách;2
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Predavači;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pracovníci verejnej ochrany a bezpečnostných služieb;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;2
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Elektrikári a elektronici;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Vodiči a obsluha pojazdných strojných zariadení;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;nezistené;18
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;1
SK0;Slovenská republika;muž;80 - 84 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;Učitelia a odborní pedagogickí pracovníci;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou (bližšie neuvedené);nezistené;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou (bližšie neuvedené);Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;nezistené;39
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;Administratívni pracovníci v zákazníckych službách;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;nezistené;176
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Učitelia a odborní pedagogickí pracovníci;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Technici a odborní pracovníci v oblasti vedy a techniky;2
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Všeobecní administratívni pracovníci a zapisovatelia;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Pracovníci v osobných službách;3
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Pracovníci v oblasti osobnej starostlivosti;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Operátori stacionárnych strojov a zariadení;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;1
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou odborné;Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;4
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou všeobecné;nezistené;28
SK0;Slovenská republika;muž;80 - 84 rokov;úplné stredné vzdelanie s maturitou všeobecné;Špecialisti v oblasti práva, sociálnych vecí a kultúry;1
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);nezistené;36
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;1
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;1
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);nezistené;12
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Technici a odborní pracovníci v oblasti vedy a techniky;1
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Ostatní pomocní administratívni pracovníci;1
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Elektrikári a elektronici;1
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);Pomocní pracovníci v ťažbe, stavebníctve, výrobe a doprave;1
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);nezistené;19
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Všeobecní administratívni pracovníci a zapisovatelia;1
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Pracovníci v osobných službách;1
SK0;Slovenská republika;muž;80 - 84 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);Operátori stacionárnych strojov a zariadení;1
SK0;Slovenská republika;muž;80 - 84 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);nezistené;6
SK0;Slovenská republika;muž;80 - 84 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Predavači;1
SK0;Slovenská republika;muž;80 - 84 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);Pracovníci v oblasti osobnej starostlivosti;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";nezistené;265
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;5
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;4
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti v oblasti vedy a techniky;8
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti v zdravotníctve;29
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Učitelia a odborní pedagogickí pracovníci;11
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti administratívnych, podporných a obchodných činností;3
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti v oblasti informačných a komunikačných technológií;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti v oblasti práva, sociálnych vecí a kultúry;7
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Technici a odborní pracovníci v oblasti vedy a techniky;2
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Odborní pracovníci administratívnych, podporných a obchodných činností;2
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Všeobecní administratívni pracovníci a zapisovatelia;4
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Administratívni pracovníci v zákazníckych službách;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Administratívni pracovníci na záznam číselných a skladových údajov;2
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Pracovníci v osobných službách;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Pracovníci verejnej ochrany a bezpečnostných služieb;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Elektrikári a elektronici;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Pracovníci pri likvidácii odpadu a ostatní nekvalifikovaní pracovníci;2
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";nezistené;68
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Zákonodarcovia, ústavní činitelia, vysokí štátni úradníci a najvyšší predstavitelia podnikov a organizácií;3
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Riadiaci pracovníci (manažéri) vo výrobe a v špecializovaných službách;2
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Riadiaci pracovníci (manažéri) v hotelových, reštauračných, obchodných a v ostatných službách;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Špecialisti v oblasti vedy a techniky;6
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Špecialisti v zdravotníctve;13
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Učitelia a odborní pedagogickí pracovníci;17
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Špecialisti administratívnych, podporných a obchodných činností;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Špecialisti v oblasti práva, sociálnych vecí a kultúry;5
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Technici a odborní pracovníci v oblasti vedy a techniky;2
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Odborní pracovníci administratívnych, podporných a obchodných činností;1
SK0;Slovenská republika;muž;80 - 84 rokov;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";Všeobecní administratívni pracovníci a zapisovatelia;1
SK0;Slovenská republika;muž;85 - 89 rokov;nezistené;Kvalifikovaní stavební robotníci a remeselníci okrem elektrikárov;1
SK0;Slovenská republika;muž;85 - 89 rokov;základné vzdelanie - 1. stupeň základnej školy;Vodiči a obsluha pojazdných strojných zariadení;1
SK0;Slovenská republika;muž;85 - 89 rokov;základné vzdelanie - 2. stupeň základnej školy;nezistené;16
SK0;Slovenská republika;muž;85 - 89 rokov;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);nezistené;6
SK0;Slovenská republika;muž;85 - 89 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;nezistené;35
SK0;Slovenská republika;muž;85 - 89 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Riadiaci pracovníci (manažéri)  administratívnych, podporných a obchodných  činností;1
SK0;Slovenská republika;muž;85 - 89 rokov;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;Pracovníci verejnej ochrany a bezpečnostných služieb;1
SK0;Slovenská republika;muž;85 - 89 rokov;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;nezistené;7
SK0;Slovenská republika;muž;85 - 89 rokov;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;nezistené;5
SK0;Slovenská republika;muž;85 - 89 rokov;úplné stredné vzdelanie s maturitou odborné;nezistené;36
SK0;Slovenská republika;muž;85 - 89 rokov;úplné stredné vzdelanie s maturitou odborné;Učitelia a odborní pedagogickí pracovníci;1
SK0;Slovenská republika;muž;85 - 89 rokov;úplné stredné vzdelanie s maturitou odborné;Technici a odborní pracovníci v oblasti vedy a techniky;1
SK0;Slovenská republika;muž;85 - 89 rokov;úplné stredné vzdelanie s maturitou odborné;Odborní pracovníci administratívnych, podporných a obchodných činností;2
SK0;Slovenská republika;muž;85 - 89 rokov;úplné stredné vzdelanie s maturitou odborné;Pracovníci v osobných službách;1
SK0;Slovenská republika;muž;85 - 89 rokov;úplné stredné vzdelanie s maturitou odborné;Kvalifikovaní robotníci v hutníctve, strojárstve a podobní robotníci;1
SK0;Slovenská republika;muž;85 - 89 rokov;úplné stredné vzdelanie s maturitou všeobecné;nezistené;7
SK0;Slovenská republika;muž;85 - 89 rokov;úplné stredné vzdelanie s maturitou všeobecné;Administratívni pracovníci na záznam číselných a skladových údajov;1
SK0;Slovenská republika;muž;85 - 89 rokov;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);nezistené;7
SK0;Slovenská republika;muž;85 - 89 rokov;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);nezistené;3
SK0;Slovenská republika;muž;85 - 89 rokov;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);nezistené;9
SK0;Slovenská republika;muž;85 - 89 rokov;vysokoškolské vzdelanie - 1. stupeň (Bc.);nezistené;3
SK0;Slovenská republika;muž;85 - 89 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";nezistené;83
SK0;Slovenská republika;muž;85 - 89 rokov;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";Špecialisti v zdravotníctve;5
