"Kód štátu";"Názov štátu";"Pohlavie";"Vek";"Vzdelanie";"Súčasná ekonomická aktivita";"abs."
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou odborné;dôchodca;2278
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou odborné;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;68
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;419
SK0;Slovenská republika;muž;74;úplné stredné vzdelanie s maturitou všeobecné;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;74;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;87
SK0;Slovenská republika;muž;74;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;398
SK0;Slovenská republika;muž;74;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;24
SK0;Slovenská republika;muž;74;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;137
SK0;Slovenská republika;muž;74;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;40
SK0;Slovenská republika;muž;74;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;154
SK0;Slovenská republika;muž;74;vysokoškolské vzdelanie (bližšie neuvedené);pracujúci dôchodca;2
SK0;Slovenská republika;muž;74;vysokoškolské vzdelanie (bližšie neuvedené);dôchodca;2
SK0;Slovenská republika;muž;74;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;16
SK0;Slovenská republika;muž;74;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;57
SK0;Slovenská republika;muž;74;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;674
SK0;Slovenská republika;muž;74;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;1872
SK0;Slovenská republika;muž;74;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";príjemca kapitálových príjmov;3
SK0;Slovenská republika;muž;74;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;137
SK0;Slovenská republika;muž;74;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;221
SK0;Slovenská republika;muž;74;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;74;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;19
SK0;Slovenská republika;muž;75;nezistené;pracujúci dôchodca;21
SK0;Slovenská republika;muž;75;nezistené;dôchodca;331
SK0;Slovenská republika;muž;75;základné vzdelanie (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;75;základné vzdelanie (bližšie neuvedené);dôchodca;29
SK0;Slovenská republika;muž;75;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;6
SK0;Slovenská republika;muž;75;základné vzdelanie - 1. stupeň základnej školy;dôchodca;138
SK0;Slovenská republika;muž;75;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;63
SK0;Slovenská republika;muž;75;základné vzdelanie - 2. stupeň základnej školy;dôchodca;979
SK0;Slovenská republika;muž;75;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;2
SK0;Slovenská republika;muž;75;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;16
SK0;Slovenská republika;muž;75;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;283
SK0;Slovenská republika;muž;75;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;263
SK0;Slovenská republika;muž;75;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;4330
SK0;Slovenská republika;muž;75;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;36
SK0;Slovenská republika;muž;75;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;382
SK0;Slovenská republika;muž;75;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;8
SK0;Slovenská republika;muž;75;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;20
SK0;Slovenská republika;muž;75;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;86
SK0;Slovenská republika;muž;75;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;801
SK0;Slovenská republika;muž;75;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;257
SK0;Slovenská republika;muž;75;úplné stredné vzdelanie s maturitou odborné;dôchodca;1839
SK0;Slovenská republika;muž;75;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;46
SK0;Slovenská republika;muž;75;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;330
SK0;Slovenská republika;muž;75;úplné stredné vzdelanie s maturitou všeobecné;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;75;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;65
SK0;Slovenská republika;muž;75;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;333
SK0;Slovenská republika;muž;75;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;21
SK0;Slovenská republika;muž;75;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;106
SK0;Slovenská republika;muž;75;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;30
SK0;Slovenská republika;muž;75;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;139
SK0;Slovenská republika;muž;75;vysokoškolské vzdelanie (bližšie neuvedené);dôchodca;3
SK0;Slovenská republika;muž;75;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;11
SK0;Slovenská republika;muž;75;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;55
SK0;Slovenská republika;muž;75;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;510
SK0;Slovenská republika;muž;75;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;1656
SK0;Slovenská republika;muž;75;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;75;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;111
SK0;Slovenská republika;muž;75;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;193
SK0;Slovenská republika;muž;75;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";príjemca kapitálových príjmov;2
SK0;Slovenská republika;muž;75;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;12
SK0;Slovenská republika;muž;76;nezistené;pracujúci dôchodca;18
SK0;Slovenská republika;muž;76;nezistené;dôchodca;371
SK0;Slovenská republika;muž;76;základné vzdelanie (bližšie neuvedené);dôchodca;22
SK0;Slovenská republika;muž;76;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;7
SK0;Slovenská republika;muž;76;základné vzdelanie - 1. stupeň základnej školy;dôchodca;158
SK0;Slovenská republika;muž;76;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;52
SK0;Slovenská republika;muž;76;základné vzdelanie - 2. stupeň základnej školy;dôchodca;1160
SK0;Slovenská republika;muž;76;stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);dôchodca;1
SK0;Slovenská republika;muž;76;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;14
SK0;Slovenská republika;muž;76;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;291
SK0;Slovenská republika;muž;76;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;228
SK0;Slovenská republika;muž;76;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;4171
SK0;Slovenská republika;muž;76;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;24
SK0;Slovenská republika;muž;76;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;365
SK0;Slovenská republika;muž;76;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;76;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;39
SK0;Slovenská republika;muž;76;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;67
SK0;Slovenská republika;muž;76;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;763
SK0;Slovenská republika;muž;76;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;192
SK0;Slovenská republika;muž;76;úplné stredné vzdelanie s maturitou odborné;dôchodca;1651
SK0;Slovenská republika;muž;76;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;35
SK0;Slovenská republika;muž;76;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;300
SK0;Slovenská republika;muž;76;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;35
SK0;Slovenská republika;muž;76;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;344
SK0;Slovenská republika;muž;76;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;11
SK0;Slovenská republika;muž;76;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;107
SK0;Slovenská republika;muž;76;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;28
SK0;Slovenská republika;muž;76;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;116
SK0;Slovenská republika;muž;76;vysokoškolské vzdelanie (bližšie neuvedené);dôchodca;3
SK0;Slovenská republika;muž;76;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;17
SK0;Slovenská republika;muž;76;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;55
SK0;Slovenská republika;muž;76;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;504
SK0;Slovenská republika;muž;76;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;1688
SK0;Slovenská republika;muž;76;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;102
SK0;Slovenská republika;muž;76;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;177
SK0;Slovenská republika;muž;76;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;16
SK0;Slovenská republika;muž;77;nezistené;pracujúci dôchodca;15
SK0;Slovenská republika;muž;77;nezistené;dôchodca;288
SK0;Slovenská republika;muž;77;nezistené;príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;77;základné vzdelanie (bližšie neuvedené);dôchodca;24
SK0;Slovenská republika;muž;77;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;8
SK0;Slovenská republika;muž;77;základné vzdelanie - 1. stupeň základnej školy;dôchodca;167
SK0;Slovenská republika;muž;77;základné vzdelanie - 2. stupeň základnej školy;pracujúci dôchodca;62
SK0;Slovenská republika;muž;77;základné vzdelanie - 2. stupeň základnej školy;dôchodca;1266
SK0;Slovenská republika;muž;77;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);pracujúci dôchodca;16
SK0;Slovenská republika;muž;77;stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);dôchodca;310
SK0;Slovenská republika;muž;77;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;pracujúci dôchodca;167
SK0;Slovenská republika;muž;77;stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;dôchodca;3528
SK0;Slovenská republika;muž;77;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;pracujúci dôchodca;22
SK0;Slovenská republika;muž;77;stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;dôchodca;311
SK0;Slovenská republika;muž;77;úplné stredné vzdelanie s maturitou (bližšie neuvedené);pracujúci dôchodca;1
SK0;Slovenská republika;muž;77;úplné stredné vzdelanie s maturitou (bližšie neuvedené);dôchodca;26
SK0;Slovenská republika;muž;77;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;pracujúci dôchodca;50
SK0;Slovenská republika;muž;77;úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;dôchodca;588
SK0;Slovenská republika;muž;77;úplné stredné vzdelanie s maturitou odborné;pracujúci dôchodca;147
SK0;Slovenská republika;muž;77;úplné stredné vzdelanie s maturitou odborné;dôchodca;1418
SK0;Slovenská republika;muž;77;úplné stredné vzdelanie s maturitou všeobecné;pracujúci dôchodca;23
SK0;Slovenská republika;muž;77;úplné stredné vzdelanie s maturitou všeobecné;dôchodca;273
SK0;Slovenská republika;muž;77;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);pracujúci dôchodca;33
SK0;Slovenská republika;muž;77;vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);dôchodca;330
SK0;Slovenská republika;muž;77;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);pracujúci dôchodca;7
SK0;Slovenská republika;muž;77;vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);dôchodca;91
SK0;Slovenská republika;muž;77;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);pracujúci dôchodca;26
SK0;Slovenská republika;muž;77;vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);dôchodca;143
SK0;Slovenská republika;muž;77;vysokoškolské vzdelanie (bližšie neuvedené);dôchodca;5
SK0;Slovenská republika;muž;77;vysokoškolské vzdelanie - 1. stupeň (Bc.);pracujúci dôchodca;10
SK0;Slovenská republika;muž;77;vysokoškolské vzdelanie - 1. stupeň (Bc.);dôchodca;44
SK0;Slovenská republika;muž;77;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";pracujúci dôchodca;458
SK0;Slovenská republika;muž;77;"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";dôchodca;1590
SK0;Slovenská republika;muž;77;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";pracujúci dôchodca;81
SK0;Slovenská republika;muž;77;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";dôchodca;210
SK0;Slovenská republika;muž;77;"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";príjemca kapitálových príjmov;1
SK0;Slovenská republika;muž;77;bez školského vzdelania – osoby vo veku 15 rokov a viac;dôchodca;16
SK0;Slovenská republika;muž;78;nezistené;pracujúci dôchodca;11
SK0;Slovenská republika;muž;78;nezistené;dôchodca;282
SK0;Slovenská republika;muž;78;základné vzdelanie (bližšie neuvedené);dôchodca;27
SK0;Slovenská republika;muž;78;základné vzdelanie - 1. stupeň základnej školy;pracujúci dôchodca;7
