"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Vzdelanie";"abs."
SK0226;Okres Považská Bystrica;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;563
SK0226;Okres Považská Bystrica;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;82
SK0226;Okres Považská Bystrica;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);166
SK0226;Okres Považská Bystrica;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);41
SK0226;Okres Považská Bystrica;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);35
SK0226;Okres Považská Bystrica;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);19
SK0226;Okres Považská Bystrica;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";706
SK0226;Okres Považská Bystrica;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";28
SK0226;Okres Považská Bystrica;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;3
SK0226;Okres Považská Bystrica;žena;predproduktívny vek (0-14 rokov);dôverné;1
SK0226;Okres Považská Bystrica;žena;predproduktívny vek (0-14 rokov);nezistené;35
SK0226;Okres Považská Bystrica;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;1192
SK0226;Okres Považská Bystrica;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;4
SK0226;Okres Považská Bystrica;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;3067
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);dôverné;43
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);nezistené;675
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);13
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;180
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;1519
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);23
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);254
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;3216
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;417
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);8
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;1376
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;4205
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;1505
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);946
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);238
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);216
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);1138
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";4581
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";185
SK0226;Okres Považská Bystrica;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;28
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);dôverné;12
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);nezistené;175
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);10
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;106
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;1435
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);296
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1201
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;188
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);10
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;260
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;1100
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;394
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);175
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);82
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);65
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);27
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";536
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";18
SK0226;Okres Považská Bystrica;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;9
SK0227;Okres Prievidza;muž;predproduktívny vek (0-14 rokov);nezistené;105
SK0227;Okres Prievidza;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2540
SK0227;Okres Prievidza;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;2
SK0227;Okres Prievidza;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;6106
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);dôverné;83
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);nezistené;3027
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);91
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;725
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;3585
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);198
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);742
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;11852
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;1340
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);25
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;5015
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;7317
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;1939
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);2188
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);272
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);244
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);1174
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";5334
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";288
SK0227;Okres Prievidza;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;105
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);dôverné;14
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);nezistené;314
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);14
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;119
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;973
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);4
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);251
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;4159
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;330
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);23
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;764
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;1424
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;200
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);360
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);75
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);80
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);51
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1114
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";80
SK0227;Okres Prievidza;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;10
SK0227;Okres Prievidza;žena;predproduktívny vek (0-14 rokov);dôverné;1
SK0227;Okres Prievidza;žena;predproduktívny vek (0-14 rokov);nezistené;79
SK0227;Okres Prievidza;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2520
SK0227;Okres Prievidza;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 2. stupeň základnej školy;5
SK0227;Okres Prievidza;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;6031
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);dôverné;43
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);nezistené;1854
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);80
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;618
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;3904
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);67
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);630
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;7862
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;1034
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);29
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2876
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;8340
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;3081
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);1
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);2014
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);558
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);413
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);3
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);2049
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";7701
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";281
SK0227;Okres Prievidza;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;113
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);dôverné;11
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);nezistené;444
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);41
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;383
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;3883
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);652
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;3126
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;454
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);25
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;517
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;2481
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;911
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);434
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);190
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);121
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);66
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1045
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";40
SK0227;Okres Prievidza;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;23
SK0228;Okres Púchov;muž;predproduktívny vek (0-14 rokov);dôverné;1
SK0228;Okres Púchov;muž;predproduktívny vek (0-14 rokov);nezistené;34
SK0228;Okres Púchov;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;894
SK0228;Okres Púchov;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;2478
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);dôverné;56
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);nezistené;719
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);12
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;198
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;1212
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);37
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);224
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;3716
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;425
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);5
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;1916
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;2621
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;660
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);959
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);70
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);56
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);423
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1977
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";133
SK0228;Okres Púchov;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;46
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);dôverné;22
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);nezistené;70
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);6
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;25
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;271
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);85
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1126
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;80
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);6
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;258
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;422
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;62
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);136
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);23
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);31
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);15
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";340
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";11
SK0228;Okres Púchov;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;7
SK0228;Okres Púchov;žena;predproduktívny vek (0-14 rokov);nezistené;23
SK0228;Okres Púchov;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;879
SK0228;Okres Púchov;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;2313
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);dôverné;48
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);nezistené;462
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);14
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;139
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;1253
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);7
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);210
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;2407
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;330
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);4
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;1042
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;2930
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;960
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie (bližšie neuvedené);1
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);821
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);176
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);148
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);766
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";2862
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";123
SK0228;Okres Púchov;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;31
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);dôverné;24
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);nezistené;102
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);12
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;77
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;1219
SK0228;Okres Púchov;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);209
