"Kód okresu";"Názov okresu";"Pohlavie";"Ekonomické vekové skupiny";"Vzdelanie";"abs."
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);11
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2127
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;7137
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;2706
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1696
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);495
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);406
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);1479
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";6843
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";383
SK0426;Okres Košice - okolie;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;145
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);dôverné;20
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);nezistené;251
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);37
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;433
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;3125
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);388
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;2057
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;251
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);9
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;333
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;1529
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;681
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);209
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);115
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);61
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);19
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";432
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";27
SK0426;Okres Košice - okolie;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;37
SK0427;Okres Michalovce;muž;predproduktívny vek (0-14 rokov);nezistené;363
SK0427;Okres Michalovce;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2339
SK0427;Okres Michalovce;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;6655
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);dôverné;80
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);nezistené;2592
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);97
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;2267
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;5083
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);93
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);736
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;6471
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;904
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);12
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;2971
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;6353
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;1798
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1305
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);188
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);167
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);883
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";4707
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";233
SK0427;Okres Michalovce;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;289
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);dôverné;26
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);nezistené;298
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);6
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;174
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;470
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);154
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;2161
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;195
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);14
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;464
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;1197
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;214
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);180
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);59
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);57
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);29
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";924
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";47
SK0427;Okres Michalovce;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;6
SK0427;Okres Michalovce;žena;predproduktívny vek (0-14 rokov);dôverné;4
SK0427;Okres Michalovce;žena;predproduktívny vek (0-14 rokov);nezistené;329
SK0427;Okres Michalovce;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;2344
SK0427;Okres Michalovce;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;6319
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);dôverné;68
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);nezistené;2161
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);75
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;2447
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;5261
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);46
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);615
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;4258
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;718
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);14
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;1704
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;6801
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;2571
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);1178
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);397
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);280
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);1452
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";6031
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";241
SK0427;Okres Michalovce;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;251
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);dôverné;23
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);nezistené;370
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);24
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;388
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;2135
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);397
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1933
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;320
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);17
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;364
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;1985
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;925
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);256
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);170
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);99
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);3
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);33
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";627
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";28
SK0427;Okres Michalovce;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;28
SK0428;Okres Rožňava;muž;predproduktívny vek (0-14 rokov);dôverné;3
SK0428;Okres Rožňava;muž;predproduktívny vek (0-14 rokov);nezistené;107
SK0428;Okres Rožňava;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;1239
SK0428;Okres Rožňava;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;3755
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);dôverné;96
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);nezistené;1176
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);97
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;919
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;3265
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);64
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);472
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;4287
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;469
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);7
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;1769
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;3184
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;826
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);761
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);136
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);102
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);426
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";1890
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";93
SK0428;Okres Rožňava;muž;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;109
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);dôverné;29
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);nezistené;108
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);12
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;113
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;340
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);117
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1432
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;115
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);12
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;233
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;599
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;106
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);104
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);31
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);32
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);9
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";394
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";28
SK0428;Okres Rožňava;muž;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;7
SK0428;Okres Rožňava;žena;predproduktívny vek (0-14 rokov);nezistené;100
SK0428;Okres Rožňava;žena;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;1214
SK0428;Okres Rožňava;žena;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;3543
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);dôverné;68
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);nezistené;869
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);80
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;999
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;3408
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);22
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);428
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;2700
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;370
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);6
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;1005
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou odborné;3306
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);úplné stredné vzdelanie s maturitou všeobecné;1197
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);767
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);264
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);270
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);743
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";2814
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";85
SK0428;Okres Rožňava;žena;produktívny vek (15-64 rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;105
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);dôverné;24
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);nezistené;163
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie (bližšie neuvedené);22
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 1. stupeň základnej školy;262
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);základné vzdelanie - 2. stupeň základnej školy;1514
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);252
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1092
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);stredné odborné (učňovské) vzdelanie bez maturity s vysvedčením o záverečnej skúške;218
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou (bližšie neuvedené);12
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné (učňovské) s výučným listom;207
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou odborné;990
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);úplné stredné vzdelanie s maturitou všeobecné;431
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie nadstavbové (maturita absolventov učebných odborov stredných odborných škôl);167
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie pomaturitné (pomaturitné kvalifikačné);90
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);vyššie odborné vzdelanie vyššie odborné (absolventská skúška, absolventský diplom);63
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie (bližšie neuvedené);1
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);vysokoškolské vzdelanie - 1. stupeň (Bc.);18
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 2. stupeň (Ing.; Mgr.; MUDr.; a i.)";344
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);"vysokoškolské vzdelanie - 3. stupeň (PhD.; a i.)";11
SK0428;Okres Rožňava;žena;poproduktívny vek (65 a viac rokov);bez školského vzdelania – osoby vo veku 15 rokov a viac;25
SK0429;Okres Sobrance;muž;predproduktívny vek (0-14 rokov);nezistené;44
SK0429;Okres Sobrance;muž;predproduktívny vek (0-14 rokov);základné vzdelanie - 1. stupeň základnej školy;495
SK0429;Okres Sobrance;muž;predproduktívny vek (0-14 rokov);bez ukončeného vzdelania – osoby vo veku 0-14 rokov;1277
SK0429;Okres Sobrance;muž;produktívny vek (15-64 rokov);dôverné;85
SK0429;Okres Sobrance;muž;produktívny vek (15-64 rokov);nezistené;423
SK0429;Okres Sobrance;muž;produktívny vek (15-64 rokov);základné vzdelanie (bližšie neuvedené);18
SK0429;Okres Sobrance;muž;produktívny vek (15-64 rokov);základné vzdelanie - 1. stupeň základnej školy;247
SK0429;Okres Sobrance;muž;produktívny vek (15-64 rokov);základné vzdelanie - 2. stupeň základnej školy;1094
SK0429;Okres Sobrance;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity (bližšie neuvedené);18
SK0429;Okres Sobrance;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity a bez výučného listu (zaškolenie, zaučenie);141
SK0429;Okres Sobrance;muž;produktívny vek (15-64 rokov);stredné odborné (učňovské) vzdelanie bez maturity s výučným listom;1727
